Area,Year,average_rain_fall_mm_per_year,avg_temp,Decade,Date
Haiti,1997,1454,27.74,1990s,1997-01-01 00:00:00
Haiti,1998,1476,27.57,1990s,1998-01-01 00:00:00
Haiti,1999,1502,27.01,1990s,1999-01-01 00:00:00
Haiti,2000,1458,26.76,2000s,2000-01-01 00:00:00
Haiti,2001,1490,27.21,2000s,2001-01-01 00:00:00
Haiti,2002,1457,27.42,2000s,2002-01-01 00:00:00
Haiti,2004,1445,27.37,2000s,2004-01-01 00:00:00
Haiti,2005,1443,27.35,2000s,2005-01-01 00:00:00
Haiti,2006,1485,27.41,2000s,2006-01-01 00:00:00
Haiti,2007,1459,27.47,2000s,2007-01-01 00:00:00
Haiti,2008,1497,27.08,2000s,2008-01-01 00:00:00
Haiti,2009,1446,27.35,2000s,2009-01-01 00:00:00
Haiti,2010,1469,27.19,2010s,2010-01-01 00:00:00
Haiti,2011,1455,27.1,2010s,2011-01-01 00:00:00
Haiti,2012,1489,27.2,2010s,2012-01-01 00:00:00
Haiti,2013,1458,27.2,2010s,2013-01-01 00:00:00
Honduras,1990,1976,24.53,1990s,1990-01-01 00:00:00
Honduras,1991,1992,24.61,1990s,1991-01-01 00:00:00
Honduras,1992,1980,24.77,1990s,1992-01-01 00:00:00
Honduras,1993,2047,24.58,1990s,1993-01-01 00:00:00
Honduras,1994,2029,24.87,1990s,1994-01-01 00:00:00
Honduras,1995,2012,24.95,1990s,1995-01-01 00:00:00
Honduras,1996,1985,24.39,1990s,1996-01-01 00:00:00
Honduras,1997,1978,25.03,1990s,1997-01-01 00:00:00
Honduras,1998,2041,25.37,1990s,1998-01-01 00:00:00
Honduras,1999,2041,24.41,1990s,1999-01-01 00:00:00
Honduras,2000,2027,24.43,2000s,2000-01-01 00:00:00
Honduras,2001,2007,24.4,2000s,2001-01-01 00:00:00
Honduras,2002,2013,24.61,2000s,2002-01-01 00:00:00
Honduras,2004,2012,24.68,2000s,2004-01-01 00:00:00
Honduras,2005,2047,24.77,2000s,2005-01-01 00:00:00
Honduras,2006,2026,24.88,2000s,2006-01-01 00:00:00
Honduras,2007,2020,24.55,2000s,2007-01-01 00:00:00
Honduras,2008,2018,24.25,2000s,2008-01-01 00:00:00
Honduras,2009,2024,24.77,2000s,2009-01-01 00:00:00
Honduras,2010,2020,24.49,2010s,2010-01-01 00:00:00
Honduras,2011,2051,24.63,2010s,2011-01-01 00:00:00
Honduras,2012,2020,24.47,2010s,2012-01-01 00:00:00
Honduras,2013,2015,24.86,2010s,2013-01-01 00:00:00
Hungary,1990,589,10.96,1990s,1990-01-01 00:00:00
Hungary,1991,662,9.66,1990s,1991-01-01 00:00:00
Hungary,1992,661,11.01,1990s,1992-01-01 00:00:00
Hungary,1993,618,10.22,1990s,1993-01-01 00:00:00
Hungary,1994,602,11.58,1990s,1994-01-01 00:00:00
Hungary,1995,617,10.34,1990s,1995-01-01 00:00:00
Hungary,1996,591,9.44,1990s,1996-01-01 00:00:00
Hungary,1997,627,9.89,1990s,1997-01-01 00:00:00
Hungary,1998,621,10.35,1990s,1998-01-01 00:00:00
Hungary,1999,629,10.64,1990s,1999-01-01 00:00:00
Hungary,2000,649,11.69,2000s,2000-01-01 00:00:00
Hungary,2001,616,10.47,2000s,2001-01-01 00:00:00
Hungary,2002,612,11.43,2000s,2002-01-01 00:00:00
Hungary,2004,614,10.37,2000s,2004-01-01 00:00:00
Hungary,2005,613,10.05,2000s,2005-01-01 00:00:00
Hungary,2006,594,10.67,2000s,2006-01-01 00:00:00
Hungary,2007,603,11.82,2000s,2007-01-01 00:00:00
Hungary,2008,614,11.55,2000s,2008-01-01 00:00:00
Hungary,2009,641,11.48,2000s,2009-01-01 00:00:00
Hungary,2010,596,10.35,2010s,2010-01-01 00:00:00
Hungary,2011,643,10.92,2010s,2011-01-01 00:00:00
Hungary,2012,621,11.31,2010s,2012-01-01 00:00:00
Hungary,2013,652,12.44,2010s,2013-01-01 00:00:00
India,1990,1083,25.6,1990s,1990-01-01 00:00:00
India,1991,1122,25.75,1990s,1991-01-01 00:00:00
India,1992,1144,25.72,1990s,1992-01-01 00:00:00
India,1993,1145,25.92,1990s,1993-01-01 00:00:00
India,1994,1094,25.72,1990s,1994-01-01 00:00:00
India,1995,1085,25.9,1990s,1995-01-01 00:00:00
India,1996,1124,25.84,1990s,1996-01-01 00:00:00
India,1997,1085,25.35,1990s,1997-01-01 00:00:00
India,1998,1102,26.13,1990s,1998-01-01 00:00:00
India,1999,1130,26.1,1990s,1999-01-01 00:00:00
India,2000,1122,25.99,2000s,2000-01-01 00:00:00
India,2001,1127,25.96,2000s,2001-01-01 00:00:00
India,2002,1086,26.46,2000s,2002-01-01 00:00:00
India,2004,1131,26.16,2000s,2004-01-01 00:00:00
India,2005,1155,25.9,2000s,2005-01-01 00:00:00
India,2006,1103,26.2,2000s,2006-01-01 00:00:00
India,2007,1113,26.08,2000s,2007-01-01 00:00:00
India,2008,1126,25.77,2000s,2008-01-01 00:00:00
India,2009,1111,26.61,2000s,2009-01-01 00:00:00
India,2010,1085,26.58,2010s,2010-01-01 00:00:00
India,2011,1107,25.8,2010s,2011-01-01 00:00:00
India,2012,1118,26.02,2010s,2012-01-01 00:00:00
India,2013,1097,26.75,2010s,2013-01-01 00:00:00
Indonesia,1990,2702,26.83,1990s,1990-01-01 00:00:00
Indonesia,1991,2764,26.68,1990s,1991-01-01 00:00:00
Indonesia,1992,2769,26.74,1990s,1992-01-01 00:00:00
Indonesia,1993,2710,26.83,1990s,1993-01-01 00:00:00
Indonesia,1994,2725,26.73,1990s,1994-01-01 00:00:00
Indonesia,1995,2713,26.84,1990s,1995-01-01 00:00:00
Indonesia,1996,2774,26.84,1990s,1996-01-01 00:00:00
Indonesia,1997,2776,27.01,1990s,1997-01-01 00:00:00
Indonesia,1998,2709,27.34,1990s,1998-01-01 00:00:00
Indonesia,1999,2718,26.7,1990s,1999-01-01 00:00:00
Indonesia,2000,2738,26.87,2000s,2000-01-01 00:00:00
Indonesia,2001,2776,26.91,2000s,2001-01-01 00:00:00
Indonesia,2002,2751,27.12,2000s,2002-01-01 00:00:00
Indonesia,2004,2744,27.11,2000s,2004-01-01 00:00:00
Indonesia,2005,2755,27.1,2000s,2005-01-01 00:00:00
Indonesia,2006,2776,27.06,2000s,2006-01-01 00:00:00
Indonesia,2007,2776,26.92,2000s,2007-01-01 00:00:00
Indonesia,2008,2771,26.75,2000s,2008-01-01 00:00:00
Indonesia,2009,2773,27.08,2000s,2009-01-01 00:00:00
Indonesia,2010,2720,27.08,2010s,2010-01-01 00:00:00
Indonesia,2011,2758,26.84,2010s,2011-01-01 00:00:00
Indonesia,2012,2759,27.03,2010s,2012-01-01 00:00:00
Indonesia,2013,2752,27.02,2010s,2013-01-01 00:00:00
Iraq,1990,216,21.58,1990s,1990-01-01 00:00:00
Iraq,1991,266,21.45,1990s,1991-01-01 00:00:00
Iraq,1992,245,19.64,1990s,1992-01-01 00:00:00
Iraq,1993,234,20.8,1990s,1993-01-01 00:00:00
Iraq,1994,269,21.74,1990s,1994-01-01 00:00:00
Iraq,1995,264,21.59,1990s,1995-01-01 00:00:00
Iraq,1996,266,22.04,1990s,1996-01-01 00:00:00
Iraq,1997,255,20.98,1990s,1997-01-01 00:00:00
Iraq,1998,232,22.49,1990s,1998-01-01 00:00:00
Iraq,1999,254,22.64,1990s,1999-01-01 00:00:00
Iraq,2000,239,22.09,2000s,2000-01-01 00:00:00
Iraq,2001,262,22.62,2000s,2001-01-01 00:00:00
Iraq,2002,285,21.93,2000s,2002-01-01 00:00:00
Iraq,2004,276,21.86,2000s,2004-01-01 00:00:00
Iraq,2005,238,21.77,2000s,2005-01-01 00:00:00
Iraq,2006,219,21.97,2000s,2006-01-01 00:00:00
Iraq,2007,271,22.02,2000s,2007-01-01 00:00:00
Iraq,2008,222,22.28,2000s,2008-01-01 00:00:00
Iraq,2009,218,22.06,2000s,2009-01-01 00:00:00
Iraq,2010,240,23.73,2010s,2010-01-01 00:00:00
Iraq,2011,237,21.61,2010s,2011-01-01 00:00:00
Iraq,2012,216,22.52,2010s,2012-01-01 00:00:00
Iraq,2013,286,23.46,2010s,2013-01-01 00:00:00
Ireland,1990,1118,9.59,1990s,1990-01-01 00:00:00
Ireland,1991,1156,9.07,1990s,1991-01-01 00:00:00
Ireland,1992,1138,9.07,1990s,1992-01-01 00:00:00
Ireland,1993,1185,8.85,1990s,1993-01-01 00:00:00
Ireland,1994,1192,9.13,1990s,1994-01-01 00:00:00
Ireland,1995,1134,9.75,1990s,1995-01-01 00:00:00
Ireland,1996,1176,8.85,1990s,1996-01-01 00:00:00
Ireland,1997,1161,9.95,1990s,1997-01-01 00:00:00
Ireland,1998,1190,9.71,1990s,1998-01-01 00:00:00
Ireland,1999,1172,9.75,1990s,1999-01-01 00:00:00
Ireland,2000,1152,9.43,2000s,2000-01-01 00:00:00
Ireland,2001,1159,9.27,2000s,2001-01-01 00:00:00
Ireland,2002,1179,9.75,2000s,2002-01-01 00:00:00
Ireland,2004,1147,9.77,2000s,2004-01-01 00:00:00
Ireland,2005,1138,9.91,2000s,2005-01-01 00:00:00
Ireland,2006,1193,10,2000s,2006-01-01 00:00:00
Ireland,2007,1157,10.11,2000s,2007-01-01 00:00:00
Ireland,2008,1178,9.42,2000s,2008-01-01 00:00:00
Ireland,2009,1171,9.47,2000s,2009-01-01 00:00:00
Ireland,2010,1179,8.38,2010s,2010-01-01 00:00:00
Ireland,2011,1118,9.76,2010s,2011-01-01 00:00:00
Ireland,2012,1177,9.28,2010s,2012-01-01 00:00:00
Ireland,2013,1122,9.28,2010s,2013-01-01 00:00:00
Italy,1990,832,10.4,1990s,1990-01-01 00:00:00
Italy,1991,880,9.67,1990s,1991-01-01 00:00:00
Italy,1992,884,10.32,1990s,1992-01-01 00:00:00
Italy,1993,849,10.07,1990s,1993-01-01 00:00:00
Italy,1994,840,10.96,1990s,1994-01-01 00:00:00
Italy,1995,893,9.95,1990s,1995-01-01 00:00:00
Italy,1996,872,9.67,1990s,1996-01-01 00:00:00
Italy,1997,870,10.66,1990s,1997-01-01 00:00:00
Italy,1998,898,10.36,1990s,1998-01-01 00:00:00
Italy,1999,860,10.3,1990s,1999-01-01 00:00:00
Italy,2000,899,10.78,2000s,2000-01-01 00:00:00
Italy,2001,875,10.53,2000s,2001-01-01 00:00:00
Italy,2002,900,10.64,2000s,2002-01-01 00:00:00
Italy,2004,862,10.24,2000s,2004-01-01 00:00:00
Italy,2005,903,9.75,2000s,2005-01-01 00:00:00
Italy,2006,879,10.51,2000s,2006-01-01 00:00:00
Italy,2007,893,10.86,2000s,2007-01-01 00:00:00
Italy,2008,833,10.46,2000s,2008-01-01 00:00:00
Italy,2009,875,10.69,2000s,2009-01-01 00:00:00
Italy,2010,902,9.84,2010s,2010-01-01 00:00:00
Italy,2011,870,11.07,2010s,2011-01-01 00:00:00
Italy,2012,871,10.75,2010s,2012-01-01 00:00:00
Italy,2013,901,10.82,2010s,2013-01-01 00:00:00
Jamaica,1990,2051,27.28,1990s,1990-01-01 00:00:00
Jamaica,1991,2068,27.24,1990s,1991-01-01 00:00:00
Jamaica,1992,2091,27.25,1990s,1992-01-01 00:00:00
Jamaica,1993,2103,27.02,1990s,1993-01-01 00:00:00
Jamaica,1994,2081,27.48,1990s,1994-01-01 00:00:00
Jamaica,1995,2096,27.4,1990s,1995-01-01 00:00:00
Jamaica,1996,2080,26.98,1990s,1996-01-01 00:00:00
Jamaica,1997,2125,27.8,1990s,1997-01-01 00:00:00
Jamaica,1998,2054,27.8,1990s,1998-01-01 00:00:00
Jamaica,1999,2109,27.12,1990s,1999-01-01 00:00:00
Jamaica,2000,2126,26.96,2000s,2000-01-01 00:00:00
Jamaica,2001,2104,27.27,2000s,2001-01-01 00:00:00
Jamaica,2002,2118,27.51,2000s,2002-01-01 00:00:00
Jamaica,2004,2052,27.47,2000s,2004-01-01 00:00:00
Jamaica,2005,2123,27.34,2000s,2005-01-01 00:00:00
Jamaica,2006,2062,27.58,2000s,2006-01-01 00:00:00
Jamaica,2007,2086,27.61,2000s,2007-01-01 00:00:00
Jamaica,2008,2105,27.17,2000s,2008-01-01 00:00:00
Jamaica,2009,2110,27.42,2000s,2009-01-01 00:00:00
Jamaica,2010,2059,27.09,2010s,2010-01-01 00:00:00
Jamaica,2011,2051,27.17,2010s,2011-01-01 00:00:00
Jamaica,2012,2051,27.51,2010s,2012-01-01 00:00:00
Jamaica,2013,2079,27.41,2010s,2013-01-01 00:00:00
Japan,1990,1668,15.57,1990s,1990-01-01 00:00:00
Japan,1991,1723,14.76,1990s,1991-01-01 00:00:00
Japan,1992,1727,14.61,1990s,1992-01-01 00:00:00
Japan,1993,1729,14.05,1990s,1993-01-01 00:00:00
Japan,1994,1696,15.4,1990s,1994-01-01 00:00:00
Japan,1995,1711,14.39,1990s,1995-01-01 00:00:00
Japan,1996,1733,14.22,1990s,1996-01-01 00:00:00
Japan,1997,1698,14.88,1990s,1997-01-01 00:00:00
Japan,1998,1703,15.63,1990s,1998-01-01 00:00:00
Japan,1999,1713,15.15,1990s,1999-01-01 00:00:00
Japan,2000,1699,15.02,2000s,2000-01-01 00:00:00
Japan,2001,1668,14.83,2000s,2001-01-01 00:00:00
Japan,2002,1722,15.06,2000s,2002-01-01 00:00:00
Japan,2004,1717,15.62,2000s,2004-01-01 00:00:00
Japan,2005,1732,14.7,2000s,2005-01-01 00:00:00
Japan,2006,1721,14.87,2000s,2006-01-01 00:00:00
Japan,2007,1725,15.4,2000s,2007-01-01 00:00:00
Japan,2008,1725,14.95,2000s,2008-01-01 00:00:00
Japan,2009,1725,15.05,2000s,2009-01-01 00:00:00
Japan,2010,1701,15.24,2010s,2010-01-01 00:00:00
Japan,2011,1694,14.8,2010s,2011-01-01 00:00:00
Japan,2012,1705,14.61,2010s,2012-01-01 00:00:00
Japan,2013,1691,15.45,2010s,2013-01-01 00:00:00
Kazakhstan,1992,250,4.49,1990s,1992-01-01 00:00:00
Kazakhstan,1993,266,3.57,1990s,1993-01-01 00:00:00
Kazakhstan,1994,293,4.58,1990s,1994-01-01 00:00:00
Kazakhstan,1995,311,5.43,1990s,1995-01-01 00:00:00
Kazakhstan,1996,250,3.8,1990s,1996-01-01 00:00:00
Kazakhstan,1997,305,6.02,1990s,1997-01-01 00:00:00
Kazakhstan,1998,268,5.1,1990s,1998-01-01 00:00:00
Kazakhstan,1999,258,5.41,1990s,1999-01-01 00:00:00
Kazakhstan,2000,300,5.24,2000s,2000-01-01 00:00:00
Kazakhstan,2001,263,5.54,2000s,2001-01-01 00:00:00
Kazakhstan,2002,324,6.08,2000s,2002-01-01 00:00:00
Kazakhstan,2004,259,5.85,2000s,2004-01-01 00:00:00
Kazakhstan,2005,297,5.54,2000s,2005-01-01 00:00:00
Kazakhstan,2006,265,5.76,2000s,2006-01-01 00:00:00
Kazakhstan,2007,251,5.96,2000s,2007-01-01 00:00:00
Kazakhstan,2008,325,5.72,2000s,2008-01-01 00:00:00
Kazakhstan,2009,283,4.9,2000s,2009-01-01 00:00:00
Kazakhstan,2010,255,4.96,2010s,2010-01-01 00:00:00
Kazakhstan,2011,254,4.6,2010s,2011-01-01 00:00:00
Kazakhstan,2012,259,4.28,2010s,2012-01-01 00:00:00
Kazakhstan,2013,262,7.1,2010s,2013-01-01 00:00:00
Kenya,1990,630,15.94,1990s,1990-01-01 00:00:00
Kenya,1991,637,16.26,1990s,1991-01-01 00:00:00
Kenya,1992,660,16.34,1990s,1992-01-01 00:00:00
Kenya,1993,694,16.36,1990s,1993-01-01 00:00:00
Kenya,1994,686,16.58,1990s,1994-01-01 00:00:00
Kenya,1995,639,16.52,1990s,1995-01-01 00:00:00
Kenya,1996,705,16.44,1990s,1996-01-01 00:00:00
Kenya,1997,640,16.77,1990s,1997-01-01 00:00:00
Kenya,1998,674,16.53,1990s,1998-01-01 00:00:00
Kenya,1999,653,16.7,1990s,1999-01-01 00:00:00
Kenya,2000,639,16.73,2000s,2000-01-01 00:00:00
Kenya,2001,686,16.1,2000s,2001-01-01 00:00:00
Kenya,2002,671,16.61,2000s,2002-01-01 00:00:00
Kenya,2004,633,16.92,2000s,2004-01-01 00:00:00
Kenya,2005,673,17.28,2000s,2005-01-01 00:00:00
Kenya,2006,661,16.92,2000s,2006-01-01 00:00:00
Kenya,2007,687,16.6,2000s,2007-01-01 00:00:00
Kenya,2008,643,16.66,2000s,2008-01-01 00:00:00
Kenya,2009,637,17.3,2000s,2009-01-01 00:00:00
Kenya,2010,641,16.82,2010s,2010-01-01 00:00:00
Kenya,2011,654,16.9,2010s,2011-01-01 00:00:00
Kenya,2012,686,16.84,2010s,2012-01-01 00:00:00
Kenya,2013,684,16.91,2010s,2013-01-01 00:00:00
Latvia,1992,641,6.89,1990s,1992-01-01 00:00:00
Latvia,1993,649,5.58,1990s,1993-01-01 00:00:00
Latvia,1994,673,5.87,1990s,1994-01-01 00:00:00
Latvia,1995,646,6.54,1990s,1995-01-01 00:00:00
Latvia,1996,673,4.9,1990s,1996-01-01 00:00:00
Latvia,1997,672,6.17,1990s,1997-01-01 00:00:00
Latvia,1998,705,5.95,1990s,1998-01-01 00:00:00
Latvia,1999,644,7.07,1990s,1999-01-01 00:00:00
Latvia,2000,677,7.47,2000s,2000-01-01 00:00:00
Latvia,2001,660,6.5,2000s,2001-01-01 00:00:00
Latvia,2002,668,6.83,2000s,2002-01-01 00:00:00
Latvia,2004,670,6.28,2000s,2004-01-01 00:00:00
Latvia,2005,654,6.3,2000s,2005-01-01 00:00:00
Latvia,2006,652,6.95,2000s,2006-01-01 00:00:00
Latvia,2007,644,7.25,2000s,2007-01-01 00:00:00
Latvia,2008,708,7.67,2000s,2008-01-01 00:00:00
Latvia,2009,693,6.51,2000s,2009-01-01 00:00:00
Latvia,2010,669,5.67,2010s,2010-01-01 00:00:00
Latvia,2011,697,7.25,2010s,2011-01-01 00:00:00
Latvia,2012,642,5.96,2010s,2012-01-01 00:00:00
Latvia,2013,652,7.25,2010s,2013-01-01 00:00:00
Lebanon,1990,661,19.4,1990s,1990-01-01 00:00:00
Lebanon,1991,671,19.31,1990s,1991-01-01 00:00:00
Lebanon,1992,695,18.18,1990s,1992-01-01 00:00:00
Lebanon,1993,668,19.14,1990s,1993-01-01 00:00:00
Lebanon,1994,729,19.93,1990s,1994-01-01 00:00:00
Lebanon,1995,700,19.35,1990s,1995-01-01 00:00:00
Lebanon,1996,700,19.65,1990s,1996-01-01 00:00:00
Lebanon,1997,677,18.99,1990s,1997-01-01 00:00:00
Lebanon,1998,713,20.19,1990s,1998-01-01 00:00:00
Lebanon,1999,716,20.25,1990s,1999-01-01 00:00:00
Lebanon,2000,725,19.65,2000s,2000-01-01 00:00:00
Lebanon,2001,733,20.29,2000s,2001-01-01 00:00:00
Lebanon,2002,729,19.91,2000s,2002-01-01 00:00:00
Lebanon,2004,672,19.72,2000s,2004-01-01 00:00:00
Lebanon,2005,701,19.68,2000s,2005-01-01 00:00:00
Lebanon,2006,712,19.59,2000s,2006-01-01 00:00:00
Lebanon,2007,697,20.04,2000s,2007-01-01 00:00:00
Lebanon,2008,679,20.24,2000s,2008-01-01 00:00:00
Lebanon,2009,661,20.19,2000s,2009-01-01 00:00:00
Lebanon,2010,721,21.26,2010s,2010-01-01 00:00:00
Lebanon,2011,689,19.67,2010s,2011-01-01 00:00:00
Lebanon,2012,682,20.19,2010s,2012-01-01 00:00:00
Lebanon,2013,704,20.08,2010s,2013-01-01 00:00:00
Lesotho,1990,788,14.48,1990s,1990-01-01 00:00:00
Lesotho,1991,789,14.66,1990s,1991-01-01 00:00:00
Lesotho,1992,797,15.16,1990s,1992-01-01 00:00:00
Lesotho,1993,807,14.95,1990s,1993-01-01 00:00:00
Lesotho,1994,821,14.22,1990s,1994-01-01 00:00:00
Lesotho,1995,809,14.55,1990s,1995-01-01 00:00:00
Lesotho,1996,840,13.93,1990s,1996-01-01 00:00:00
Lesotho,1997,860,14.28,1990s,1997-01-01 00:00:00
Lesotho,1998,857,14.81,1990s,1998-01-01 00:00:00
Lesotho,1999,833,15.34,1990s,1999-01-01 00:00:00
Lesotho,2000,852,14.37,2000s,2000-01-01 00:00:00
Lesotho,2001,819,14.62,2000s,2001-01-01 00:00:00
Lesotho,2002,848,14.69,2000s,2002-01-01 00:00:00
Lesotho,2004,809,14.91,2000s,2004-01-01 00:00:00
Lesotho,2005,791,14.89,2000s,2005-01-01 00:00:00
Lesotho,2006,842,14.18,2000s,2006-01-01 00:00:00
Lesotho,2007,849,14.81,2000s,2007-01-01 00:00:00
Lesotho,2008,847,14.74,2000s,2008-01-01 00:00:00
Lesotho,2009,846,14.62,2000s,2009-01-01 00:00:00
Lesotho,2010,820,15.23,2010s,2010-01-01 00:00:00
Lesotho,2011,850,14.32,2010s,2011-01-01 00:00:00
Lesotho,2012,853,14.62,2010s,2012-01-01 00:00:00
Lesotho,2013,847,14.03,2010s,2013-01-01 00:00:00
Libya,1990,56,20.07,1990s,1990-01-01 00:00:00
Libya,1991,118,19.22,1990s,1991-01-01 00:00:00
Libya,1992,57,19.35,1990s,1992-01-01 00:00:00
Libya,1993,100,19.82,1990s,1993-01-01 00:00:00
Libya,1994,84,20.21,1990s,1994-01-01 00:00:00
Libya,1995,127,19.75,1990s,1995-01-01 00:00:00
Libya,1996,115,19.72,1990s,1996-01-01 00:00:00
Libya,1997,64,19.81,1990s,1997-01-01 00:00:00
Libya,1998,89,20,1990s,1998-01-01 00:00:00
Libya,1999,70,20.68,1990s,1999-01-01 00:00:00
Libya,2000,65,19.98,2000s,2000-01-01 00:00:00
Libya,2001,56,20.6,2000s,2001-01-01 00:00:00
Libya,2002,72,20.35,2000s,2002-01-01 00:00:00
Libya,2004,98,20.11,2000s,2004-01-01 00:00:00
Libya,2005,129,19.88,2000s,2005-01-01 00:00:00
Libya,2006,104,20.06,2000s,2006-01-01 00:00:00
Libya,2007,129,20.28,2000s,2007-01-01 00:00:00
Libya,2008,89,20.39,2000s,2008-01-01 00:00:00
Libya,2009,129,20.24,2000s,2009-01-01 00:00:00
Libya,2010,103,20.84,2010s,2010-01-01 00:00:00
Libya,2011,87,19.86,2010s,2011-01-01 00:00:00
Libya,2012,101,20.41,2010s,2012-01-01 00:00:00
Libya,2013,96,20.36,2010s,2013-01-01 00:00:00
Lithuania,1992,656,7.04,1990s,1992-01-01 00:00:00
Lithuania,1993,729,5.79,1990s,1993-01-01 00:00:00
Lithuania,1994,673,6.3,1990s,1994-01-01 00:00:00
Lithuania,1995,676,6.68,1990s,1995-01-01 00:00:00
Lithuania,1996,663,5.09,1990s,1996-01-01 00:00:00
Lithuania,1997,706,6.29,1990s,1997-01-01 00:00:00
Lithuania,1998,658,6.27,1990s,1998-01-01 00:00:00
Lithuania,1999,718,7.31,1990s,1999-01-01 00:00:00
Lithuania,2000,698,7.69,2000s,2000-01-01 00:00:00
Lithuania,2001,723,6.75,2000s,2001-01-01 00:00:00
Lithuania,2002,679,7.26,2000s,2002-01-01 00:00:00
Lithuania,2004,712,6.43,2000s,2004-01-01 00:00:00
Lithuania,2005,661,6.5,2000s,2005-01-01 00:00:00
Lithuania,2006,666,6.98,2000s,2006-01-01 00:00:00
Lithuania,2007,693,7.44,2000s,2007-01-01 00:00:00
Lithuania,2008,659,7.84,2000s,2008-01-01 00:00:00
Lithuania,2009,710,6.7,2000s,2009-01-01 00:00:00
Lithuania,2010,697,6.14,2010s,2010-01-01 00:00:00
Lithuania,2011,689,7.32,2010s,2011-01-01 00:00:00
Lithuania,2012,695,6.31,2010s,2012-01-01 00:00:00
Lithuania,2013,716,7.42,2010s,2013-01-01 00:00:00
Madagascar,1990,1513,19.62,1990s,1990-01-01 00:00:00
Madagascar,1991,1574,19.79,1990s,1991-01-01 00:00:00
Madagascar,1992,1542,19.76,1990s,1992-01-01 00:00:00
Madagascar,1993,1540,19.95,1990s,1993-01-01 00:00:00
Madagascar,1994,1538,19.96,1990s,1994-01-01 00:00:00
Madagascar,1995,1573,19.96,1990s,1995-01-01 00:00:00
Madagascar,1996,1516,19.71,1990s,1996-01-01 00:00:00
Madagascar,1997,1552,19.97,1990s,1997-01-01 00:00:00
Madagascar,1998,1554,20.11,1990s,1998-01-01 00:00:00
Madagascar,1999,1534,19.82,1990s,1999-01-01 00:00:00
Madagascar,2000,1517,19.65,2000s,2000-01-01 00:00:00
Madagascar,2001,1556,20.12,2000s,2001-01-01 00:00:00
Madagascar,2002,1540,20.14,2000s,2002-01-01 00:00:00
Madagascar,2004,1550,19.87,2000s,2004-01-01 00:00:00
Madagascar,2005,1533,20.05,2000s,2005-01-01 00:00:00
Madagascar,2006,1516,20.09,2000s,2006-01-01 00:00:00
Madagascar,2007,1542,20.02,2000s,2007-01-01 00:00:00
Madagascar,2008,1557,19.79,2000s,2008-01-01 00:00:00
Madagascar,2009,1540,20.13,2000s,2009-01-01 00:00:00
Madagascar,2010,1556,20.31,2010s,2010-01-01 00:00:00
Madagascar,2011,1580,20.33,2010s,2011-01-01 00:00:00
Madagascar,2012,1537,19.78,2010s,2012-01-01 00:00:00
Madagascar,2013,1517,19.34,2010s,2013-01-01 00:00:00
Malawi,1990,1181,20.86,1990s,1990-01-01 00:00:00
Malawi,1991,1251,20.4,1990s,1991-01-01 00:00:00
Malawi,1992,1208,20.89,1990s,1992-01-01 00:00:00
Malawi,1993,1235,20.43,1990s,1993-01-01 00:00:00
Malawi,1994,1250,20.59,1990s,1994-01-01 00:00:00
Malawi,1995,1247,20.86,1990s,1995-01-01 00:00:00
Malawi,1996,1226,20.47,1990s,1996-01-01 00:00:00
Malawi,1997,1185,20.62,1990s,1997-01-01 00:00:00
Malawi,1998,1202,20.92,1990s,1998-01-01 00:00:00
Malawi,1999,1200,20.26,1990s,1999-01-01 00:00:00
Malawi,2000,1238,20.22,2000s,2000-01-01 00:00:00
Malawi,2001,1244,20.59,2000s,2001-01-01 00:00:00
Malawi,2002,1226,20.76,2000s,2002-01-01 00:00:00
Malawi,2004,1183,20.44,2000s,2004-01-01 00:00:00
Malawi,2005,1220,21.37,2000s,2005-01-01 00:00:00
Malawi,2006,1255,20.63,2000s,2006-01-01 00:00:00
Malawi,2007,1183,20.67,2000s,2007-01-01 00:00:00
Malawi,2008,1208,20.42,2000s,2008-01-01 00:00:00
Malawi,2009,1202,20.68,2000s,2009-01-01 00:00:00
Malawi,2010,1238,21.34,2010s,2010-01-01 00:00:00
Malawi,2011,1203,20.92,2010s,2011-01-01 00:00:00
Malawi,2012,1217,20.42,2010s,2012-01-01 00:00:00
Malawi,2013,1224,19.68,2010s,2013-01-01 00:00:00
Malaysia,1990,2875,27.21,1990s,1990-01-01 00:00:00
Malaysia,1991,2914,27.04,1990s,1991-01-01 00:00:00
Malaysia,1992,2919,27.05,1990s,1992-01-01 00:00:00
Malaysia,1993,2910,26.99,1990s,1993-01-01 00:00:00
Malaysia,1994,2916,27,1990s,1994-01-01 00:00:00
Malaysia,1995,2948,27.05,1990s,1995-01-01 00:00:00
Malaysia,1996,2949,27.04,1990s,1996-01-01 00:00:00
Malaysia,1997,2933,27.29,1990s,1997-01-01 00:00:00
Malaysia,1998,2916,27.89,1990s,1998-01-01 00:00:00
Malaysia,1999,2941,26.95,1990s,1999-01-01 00:00:00
Malaysia,2000,2910,27.14,2000s,2000-01-01 00:00:00
Malaysia,2001,2881,27.24,2000s,2001-01-01 00:00:00
Malaysia,2002,2950,27.57,2000s,2002-01-01 00:00:00
Malaysia,2004,2923,27.35,2000s,2004-01-01 00:00:00
Malaysia,2005,2908,27.59,2000s,2005-01-01 00:00:00
Malaysia,2006,2923,27.29,2000s,2006-01-01 00:00:00
Malaysia,2007,2882,27.23,2000s,2007-01-01 00:00:00
